#Freq(Hz)	Mag(strain/ct)	Phase(rad)
11.6406	1.4483e-015	-1.1228
11.6563	1.4369e-015	-1.1209
11.6719	1.4257e-015	-1.1194
11.6875	1.4146e-015	-1.1182
11.7031	1.4035e-015	-1.1173
11.7188	1.3925e-015	-1.1165
11.7344	1.3818e-015	-1.1141
11.75	1.371e-015	-1.1135
11.7656	1.3605e-015	-1.1114
11.7813	1.3497e-015	-1.1123
11.7969	1.3395e-015	-1.1087
11.8125	1.3291e-015	-1.1081
11.8281	1.3189e-015	-1.1065
11.8438	1.3087e-015	-1.1053
11.8594	1.2986e-015	-1.1042
11.875	1.2888e-015	-1.1021
11.8906	1.2788e-015	-1.1013
11.9063	1.269e-015	-1.1009
11.9219	1.2593e-015	-1.099
11.9375	1.2497e-015	-1.0978
11.9531	1.2402e-015	-1.0961
11.9688	1.2306e-015	-1.0956
11.9844	1.2213e-015	-1.094
12	1.212e-015	-1.093
12.0156	1.2029e-015	-1.0911
12.0313	1.1938e-015	-1.0897
12.0469	1.1846e-015	-1.0896
12.0625	1.1758e-015	-1.0876
12.0781	1.1669e-015	-1.0866
12.0938	1.158e-015	-1.0856
12.1094	1.1494e-015	-1.0835
12.125	1.1409e-015	-1.0814
12.1406	1.1321e-015	-1.0818
12.1563	1.1237e-015	-1.0796
12.1719	1.1154e-015	-1.0775
12.1875	1.1072e-015	-1.0755
12.2031	1.0988e-015	-1.0754
12.2188	1.0905e-015	-1.0744
12.2344	1.0824e-015	-1.0733
12.25	1.0744e-015	-1.0715
12.2656	1.0665e-015	-1.07
12.2813	1.0585e-015	-1.0692
12.2969	1.0508e-015	-1.0671
12.3125	1.0429e-015	-1.0661
12.3281	1.0352e-015	-1.0653
12.3438	1.0277e-015	-1.0629
12.3594	1.0201e-015	-1.062
12.375	1.0125e-015	-1.0615
12.3906	1.0051e-015	-1.0598
12.4063	9.9764e-016	-1.0589
12.4219	9.9044e-016	-1.0567
12.4375	9.8315e-016	-1.0557
12.4531	9.7594e-016	-1.0546
12.4688	9.6881e-016	-1.0534
12.4844	9.6179e-016	-1.0518
12.5	9.5467e-016	-1.0512
12.5156	9.4803e-016	-1.0479
12.5313	9.4125e-016	-1.0459
12.5469	9.3415e-016	-1.0464
12.5625	9.2751e-016	-1.0442
12.5781	9.2065e-016	-1.044
12.5938	9.1405e-016	-1.0423
12.6094	9.0742e-016	-1.0412
12.625	9.0093e-016	-1.0397
12.6406	8.9443e-016	-1.0382
12.6563	8.8802e-016	-1.037
12.6719	8.8175e-016	-1.0349
12.6875	8.7526e-016	-1.0346
12.7031	8.6912e-016	-1.0325
12.7188	8.6284e-016	-1.0315
12.7344	8.5698e-016	-1.0284
12.75	8.508e-016	-1.0275
12.7656	8.4451e-016	-1.0274
12.7813	8.386e-016	-1.0256
12.7969	8.3284e-016	-1.023
12.8125	8.2672e-016	-1.023
12.8281	8.208e-016	-1.022
12.8438	8.15e-016	-1.0206
12.8594	8.094e-016	-1.0183
12.875	8.0372e-016	-1.0166
12.8906	7.9814e-016	-1.0148
12.9063	7.9246e-016	-1.0139
12.9219	7.869e-016	-1.0124
12.9375	7.8126e-016	-1.0117
12.9531	7.7567e-016	-1.011
12.9688	7.7026e-016	-1.0095
12.9844	7.6502e-016	-1.0073
13	7.597e-016	-1.0058
13.0156	7.5438e-016	-1.0045
13.0313	7.4901e-016	-1.0038
13.0469	7.4385e-016	-1.0021
13.0625	7.386e-016	-1.0012
13.0781	7.3367e-016	-0.99862
13.0938	7.2849e-016	-0.99781
13.1094	7.2353e-016	-0.99589
13.125	7.1855e-016	-0.99434
13.1406	7.135e-016	-0.99351
13.1563	7.0868e-016	-0.99151
13.1719	7.0372e-016	-0.9906
13.1875	6.9898e-016	-0.98854
13.2031	6.9397e-016	-0.98829
13.2188	6.8928e-016	-0.98651
13.2344	6.8467e-016	-0.98441
13.25	6.799e-016	-0.98349
13.2656	6.7534e-016	-0.98155
13.2813	6.7055e-016	-0.98121
13.2969	6.6598e-016	-0.97974
13.3125	6.6171e-016	-0.97678
13.3281	6.5698e-016	-0.97673
13.3438	6.5259e-016	-0.97479
13.3594	6.4815e-016	-0.97353
13.375	6.4363e-016	-0.97281
13.3906	6.3925e-016	-0.97152
13.4063	6.3507e-016	-0.9692
13.4219	6.3075e-016	-0.96799
13.4375	6.2661e-016	-0.96587
13.4531	6.2223e-016	-0.96528
13.4688	6.1803e-016	-0.96399
13.4844	6.1396e-016	-0.96203
13.5	6.0963e-016	-0.96186
13.5156	6.0579e-016	-0.95893
13.5313	6.0181e-016	-0.95708
13.5469	5.9776e-016	-0.95579
13.5625	5.9374e-016	-0.95447
13.5781	5.8982e-016	-0.95281
13.5938	5.8572e-016	-0.95233
13.6094	5.8207e-016	-0.94948
13.625	5.7799e-016	-0.94922
13.6406	5.7415e-016	-0.94778
13.6563	5.7056e-016	-0.94505
13.6719	5.665e-016	-0.94521
13.6875	5.6273e-016	-0.94389
13.7031	5.5921e-016	-0.94125
13.7188	5.5561e-016	-0.93934
13.7344	5.5178e-016	-0.93879
13.75	5.4823e-016	-0.93684
13.7656	5.4455e-016	-0.93587
13.7813	5.41e-016	-0.93426
13.7969	5.3751e-016	-0.93234
13.8125	5.341e-016	-0.93028
13.8281	5.3046e-016	-0.92964
13.8438	5.2704e-016	-0.92789
13.8594	5.2343e-016	-0.92734
13.875	5.2e-016	-0.926
13.8906	5.1661e-016	-0.92451
13.9063	5.1343e-016	-0.92206
13.9219	5.0997e-016	-0.92119
13.9375	5.0669e-016	-0.91955
13.9531	5.033e-016	-0.91867
13.9688	5.0013e-016	-0.91674
13.9844	4.9702e-016	-0.91448
14	4.9375e-016	-0.91338
14.0156	4.9058e-016	-0.91178
14.0313	4.8732e-016	-0.91084
14.0469	4.8426e-016	-0.90893
14.0625	4.8125e-016	-0.90681
14.0781	4.7803e-016	-0.90608
14.0938	4.7502e-016	-0.90426
14.1094	4.72e-016	-0.90263
14.125	4.6899e-016	-0.90103
14.1406	4.6604e-016	-0.89926
14.1563	4.6293e-016	-0.8985
14.1719	4.5995e-016	-0.89718
14.1875	4.5708e-016	-0.89534
14.2031	4.5431e-016	-0.89302
14.2188	4.5127e-016	-0.89244
14.2344	4.4835e-016	-0.8912
14.25	4.4561e-016	-0.8891
14.2656	4.4281e-016	-0.88746
14.2813	4.4013e-016	-0.8853
14.2969	4.3722e-016	-0.88445
14.3125	4.3445e-016	-0.88301
14.3281	4.3164e-016	-0.88191
14.3438	4.29e-016	-0.87996
14.3594	4.2632e-016	-0.87833
14.375	4.2374e-016	-0.87622
14.3906	4.2115e-016	-0.87434
14.4063	4.1825e-016	-0.87426
14.4219	4.1573e-016	-0.87217
14.4375	4.132e-016	-0.87024
14.4531	4.1043e-016	-0.8698
14.4688	4.0793e-016	-0.86797
14.4844	4.0535e-016	-0.86665
14.5	4.0292e-016	-0.86451
14.5156	4.0045e-016	-0.86278
14.5313	3.9772e-016	-0.86271
14.5469	3.9555e-016	-0.85938
14.5625	3.9301e-016	-0.85838
14.5781	3.9051e-016	-0.85721
14.5938	3.8806e-016	-0.85591
14.6094	3.8578e-016	-0.85365
14.625	3.8322e-016	-0.85324
14.6406	3.808e-016	-0.85196
14.6563	3.7874e-016	-0.84873
14.6719	3.7621e-016	-0.8484
14.6875	3.7412e-016	-0.84553
14.7031	3.7192e-016	-0.84342
14.7188	3.6949e-016	-0.84278
14.7344	3.6733e-016	-0.84059
14.75	3.6499e-016	-0.83963
14.7656	3.6269e-016	-0.8385
14.7813	3.6068e-016	-0.83571
14.7969	3.583e-016	-0.83525
14.8125	3.562e-016	-0.8332
14.8281	3.5406e-016	-0.83151
14.8438	3.5188e-016	-0.83008
14.8594	3.4965e-016	-0.82908
14.875	3.4765e-016	-0.82684
14.8906	3.4529e-016	-0.8268
14.9063	3.4343e-016	-0.8238
14.9219	3.412e-016	-0.82321
14.9375	3.3933e-016	-0.82051
14.9531	3.3706e-016	-0.82032
14.9688	3.3513e-016	-0.81811
14.9844	3.3317e-016	-0.81622
15	3.3124e-016	-0.81419
15.0156	3.2921e-016	-0.81289
15.0313	3.2733e-016	-0.81072
15.0469	3.2537e-016	-0.80915
15.0625	3.2311e-016	-0.80951
15.0781	3.2137e-016	-0.80674
15.0938	3.1928e-016	-0.80619
15.1094	3.1743e-016	-0.80435
15.125	3.1575e-016	-0.80142
15.1406	3.1371e-016	-0.80084
15.1563	3.1197e-016	-0.7985
15.1719	3.1005e-016	-0.79733
15.1875	3.0823e-016	-0.79558
15.2031	3.0644e-016	-0.79379
15.2188	3.0461e-016	-0.79234
15.2344	3.0291e-016	-0.79009
15.25	3.0114e-016	-0.78839
15.2656	2.9928e-016	-0.78731
15.2813	2.9749e-016	-0.78594
15.2969	2.9574e-016	-0.78431
15.3125	2.9421e-016	-0.78143
15.3281	2.924e-016	-0.78035
15.3438	2.9067e-016	-0.77883
15.3594	2.8889e-016	-0.77769
15.375	2.8736e-016	-0.77505
15.3906	2.8552e-016	-0.77452
15.4063	2.8379e-016	-0.77327
15.4219	2.8233e-016	-0.77046
15.4375	2.8051e-016	-0.76996
15.4531	2.7877e-016	-0.769
15.4688	2.7745e-016	-0.76548
15.4844	2.7577e-016	-0.76433
15.5	2.7404e-016	-0.76345
15.5156	2.7241e-016	-0.76218
15.5313	2.7089e-016	-0.76019
15.5469	2.6953e-016	-0.75726
15.5625	2.6778e-016	-0.75688
15.5781	2.6629e-016	-0.75489
15.5938	2.6476e-016	-0.75323
15.6094	2.6332e-016	-0.75106
15.625	2.6165e-016	-0.75047
15.6406	2.6027e-016	-0.74803
15.6563	2.5863e-016	-0.74738
15.6719	2.5724e-016	-0.74511
15.6875	2.557e-016	-0.74391
15.7031	2.5438e-016	-0.74134
15.7188	2.5276e-016	-0.74086
15.7344	2.5145e-016	-0.73829
15.75	2.4987e-016	-0.73762
15.7656	2.4855e-016	-0.73531
15.7813	2.4724e-016	-0.733
15.7969	2.4567e-016	-0.73245
15.8125	2.4419e-016	-0.73137
15.8281	2.429e-016	-0.72909
15.8438	2.4145e-016	-0.7279
15.8594	2.4035e-016	-0.72451
15.875	2.388e-016	-0.72412
15.8906	2.3757e-016	-0.72171
15.9063	2.3616e-016	-0.72053
15.9219	2.3482e-016	-0.71893
15.9375	2.3343e-016	-0.71769
15.9531	2.3211e-016	-0.71611
15.9688	2.3104e-016	-0.71291
15.9844	2.2962e-016	-0.71204
16	2.2828e-016	-0.71077
16.0156	2.2697e-016	-0.70931
16.0313	2.2583e-016	-0.70673
16.0469	2.2443e-016	-0.70601
16.0625	2.2319e-016	-0.70428
16.0781	2.2214e-016	-0.70127
16.0938	2.2069e-016	-0.70104
16.1094	2.1949e-016	-0.69921
16.125	2.1835e-016	-0.69703
16.1406	2.1705e-016	-0.69591
16.1563	2.159e-016	-0.6939
16.1719	2.1471e-016	-0.69225
16.1875	2.1348e-016	-0.69082
16.2031	2.1235e-016	-0.68879
16.2188	2.1118e-016	-0.68708
16.2344	2.1002e-016	-0.68536
16.25	2.0894e-016	-0.68317
16.2656	2.0762e-016	-0.68267
16.2813	2.0655e-016	-0.68043
16.2969	2.0533e-016	-0.67938
16.3125	2.0429e-016	-0.6771
16.3281	2.0324e-016	-0.67492
16.3438	2.0212e-016	-0.67329
16.3594	2.0103e-016	-0.67147
16.375	1.9993e-016	-0.66981
16.3906	1.9878e-016	-0.6685
16.4063	1.9764e-016	-0.66719
16.4219	1.9666e-016	-0.66485
16.4375	1.9556e-016	-0.66334
16.4531	1.9454e-016	-0.6614
16.4688	1.9343e-016	-0.66008
16.4844	1.9245e-016	-0.65785
16.5	1.9135e-016	-0.65658
16.5156	1.9032e-016	-0.6548
16.5313	1.8932e-016	-0.65289
16.5469	1.8824e-016	-0.65167
16.5625	1.8724e-016	-0.64984
16.5781	1.8627e-016	-0.6478
16.5938	1.8529e-016	-0.64594
16.6094	1.8428e-016	-0.64432
16.625	1.8333e-016	-0.64236
16.6406	1.8232e-016	-0.64085
16.6563	1.8128e-016	-0.63956
16.6719	1.8034e-016	-0.63756
16.6875	1.7934e-016	-0.63615
16.7031	1.785e-016	-0.63359
16.7188	1.7743e-016	-0.63268
16.7344	1.7646e-016	-0.63113
16.75	1.755e-016	-0.62954
16.7656	1.7469e-016	-0.62693
16.7813	1.7372e-016	-0.62554
16.7969	1.7278e-016	-0.62392
16.8125	1.717e-016	-0.62333
16.8281	1.709e-016	-0.62084
16.8438	1.7012e-016	-0.61826
16.8594	1.6917e-016	-0.61688
16.875	1.6834e-016	-0.6147
16.8906	1.6737e-016	-0.61351
16.9063	1.6637e-016	-0.61263
16.9219	1.656e-016	-0.61009
16.9375	1.6472e-016	-0.60844
16.9531	1.6399e-016	-0.60572
16.9688	1.6304e-016	-0.60465
16.9844	1.6226e-016	-0.60232
17	1.6128e-016	-0.60154
17.0156	1.6043e-016	-0.59981
17.0313	1.5964e-016	-0.59778
17.0469	1.5888e-016	-0.59544
17.0625	1.5799e-016	-0.59416
17.0781	1.5718e-016	-0.59231
17.0938	1.5637e-016	-0.5905
17.1094	1.5561e-016	-0.58837
17.125	1.5476e-016	-0.58691
17.1406	1.5401e-016	-0.58475
17.1563	1.5308e-016	-0.584
17.1719	1.5233e-016	-0.58188
17.1875	1.5156e-016	-0.58005
17.2031	1.5078e-016	-0.57824
17.2188	1.4996e-016	-0.57676
17.2344	1.4924e-016	-0.57463
17.25	1.4836e-016	-0.57372
17.2656	1.4771e-016	-0.57114
17.2813	1.4687e-016	-0.56989
17.2969	1.4612e-016	-0.56809
17.3125	1.4541e-016	-0.56605
17.3281	1.4467e-016	-0.56423
17.3438	1.4385e-016	-0.56302
17.3594	1.4311e-016	-0.56129
17.375	1.4241e-016	-0.5593
17.3906	1.4164e-016	-0.55785
17.4063	1.4105e-016	-0.55509
17.4219	1.4026e-016	-0.55379
17.4375	1.3953e-016	-0.55218
17.4531	1.3888e-016	-0.54998
17.4688	1.3818e-016	-0.54814
17.4844	1.374e-016	-0.54697
17.5	1.367e-016	-0.54517
17.5156	1.3611e-016	-0.54264
17.5313	1.354e-016	-0.54104
17.5469	1.3471e-016	-0.53926
17.5625	1.3396e-016	-0.53804
17.5781	1.3336e-016	-0.53563
17.5938	1.327e-016	-0.53377
17.6094	1.3201e-016	-0.53218
17.625	1.3131e-016	-0.53067
17.6406	1.3071e-016	-0.52846
17.6563	1.3006e-016	-0.52661
17.6719	1.2937e-016	-0.52506
17.6875	1.2875e-016	-0.52306
17.7031	1.2813e-016	-0.5211
17.7188	1.2744e-016	-0.51968
17.7344	1.2684e-016	-0.5176
17.75	1.2611e-016	-0.5165
17.7656	1.2558e-016	-0.51401
17.7813	1.2499e-016	-0.51193
17.7969	1.2427e-016	-0.51083
17.8125	1.2369e-016	-0.5088
17.8281	1.2312e-016	-0.5066
17.8438	1.2247e-016	-0.50515
17.8594	1.2188e-016	-0.50318
17.875	1.2124e-016	-0.50169
17.8906	1.2061e-016	-0.5001
17.9063	1.2016e-016	-0.49722
17.9219	1.1938e-016	-0.49679
17.9375	1.1886e-016	-0.49447
17.9531	1.1833e-016	-0.49223
17.9688	1.1772e-016	-0.49061
17.9844	1.1716e-016	-0.48867
18	1.165e-016	-0.48749
18.0156	1.1599e-016	-0.4852
18.0313	1.1537e-016	-0.48381
18.0469	1.1487e-016	-0.48148
18.0625	1.1431e-016	-0.47962
18.0781	1.1376e-016	-0.47771
18.0938	1.1308e-016	-0.47693
18.1094	1.1262e-016	-0.47432
18.125	1.1202e-016	-0.47291
18.1406	1.1153e-016	-0.47068
18.1563	1.1096e-016	-0.46902
18.1719	1.104e-016	-0.46744
18.1875	1.0989e-016	-0.4654
18.2031	1.0945e-016	-0.46284
18.2188	1.0893e-016	-0.46092
18.2344	1.0831e-016	-0.4598
18.25	1.0779e-016	-0.45792
18.2656	1.0731e-016	-0.4558
18.2813	1.0682e-016	-0.45378
18.2969	1.0625e-016	-0.45236
18.3125	1.0567e-016	-0.45108
18.3281	1.0529e-016	-0.44817
18.3438	1.0475e-016	-0.44667
18.3594	1.0422e-016	-0.44499
18.375	1.038e-016	-0.44256
18.3906	1.0323e-016	-0.44127
18.4063	1.0275e-016	-0.43936
18.4219	1.0225e-016	-0.43755
18.4375	1.018e-016	-0.43544
18.4531	1.014e-016	-0.43288
18.4688	1.0083e-016	-0.43174
18.4844	1.0031e-016	-0.43018
18.5	9.9888e-017	-0.4279
18.5156	9.9394e-017	-0.42621
18.5313	9.8971e-017	-0.424
18.5469	9.8483e-017	-0.42227
18.5625	9.7967e-017	-0.42084
18.5781	9.7534e-017	-0.41871
18.5938	9.7128e-017	-0.41643
18.6094	9.6659e-017	-0.41465
18.625	9.6171e-017	-0.41306
18.6406	9.5775e-017	-0.41076
18.6563	9.5268e-017	-0.40933
18.6719	9.4824e-017	-0.40742
18.6875	9.4375e-017	-0.4056
18.7031	9.3874e-017	-0.40421
18.7188	9.351e-017	-0.40171
18.7344	9.3128e-017	-0.39939
18.75	9.2558e-017	-0.39861
18.7656	9.223e-017	-0.39592
18.7813	9.1802e-017	-0.39404
18.7969	9.1328e-017	-0.39254
18.8125	9.0877e-017	-0.39085
18.8281	9.0474e-017	-0.3888
18.8438	9.0063e-017	-0.38683
18.8594	8.9683e-017	-0.38469
18.875	8.9236e-017	-0.38304
18.8906	8.8822e-017	-0.38116
18.9063	8.8412e-017	-0.37929
18.9219	8.8081e-017	-0.3768
18.9375	8.7638e-017	-0.37521
18.9531	8.721e-017	-0.37353
18.9688	8.6818e-017	-0.37154
18.9844	8.6387e-017	-0.36988
19	8.5981e-017	-0.36808
19.0156	8.5625e-017	-0.36589
19.0313	8.5168e-017	-0.36451
19.0469	8.4808e-017	-0.36235
19.0625	8.4402e-017	-0.36061
19.0781	8.415e-017	-0.35766
19.0938	8.3691e-017	-0.35636
19.1094	8.3331e-017	-0.35427
19.125	8.2902e-017	-0.35279
19.1406	8.2542e-017	-0.35074
19.1563	8.2147e-017	-0.349
19.1719	8.1782e-017	-0.34703
19.1875	8.1458e-017	-0.34476
19.2031	8.1088e-017	-0.34286
19.2188	8.0674e-017	-0.34133
19.2344	8.0333e-017	-0.33922
19.25	8.0002e-017	-0.33706
19.2656	7.9605e-017	-0.33544
19.2813	7.9266e-017	-0.33338
19.2969	7.8837e-017	-0.33203
19.3125	7.8525e-017	-0.32979
19.3281	7.8172e-017	-0.32786
19.3438	7.7875e-017	-0.32552
19.3594	7.746e-017	-0.32412
19.375	7.7188e-017	-0.32161
19.3906	7.6737e-017	-0.32052
19.4063	7.6462e-017	-0.31806
19.4219	7.6149e-017	-0.31592
19.4375	7.58e-017	-0.31406
19.4531	7.5503e-017	-0.31183
19.4688	7.509e-017	-0.31052
19.4844	7.4741e-017	-0.30869
19.5	7.4456e-017	-0.30641
19.5156	7.4119e-017	-0.30454
19.5313	7.3765e-017	-0.30279
19.5469	7.3434e-017	-0.3009
19.5625	7.312e-017	-0.2989
19.5781	7.2841e-017	-0.29662
19.5938	7.2515e-017	-0.29471
19.6094	7.2197e-017	-0.29279
19.625	7.1804e-017	-0.29145
19.6406	7.1581e-017	-0.28879
19.6563	7.1235e-017	-0.28708
19.6719	7.088e-017	-0.28547
19.6875	7.0673e-017	-0.28272
19.7031	7.0329e-017	-0.28105
19.7188	6.994e-017	-0.27976
19.7344	6.963e-017	-0.27783
19.75	6.9358e-017	-0.27564
19.7656	6.9078e-017	-0.27352
19.7813	6.8794e-017	-0.27144
19.7969	6.8541e-017	-0.26913
19.8125	6.8179e-017	-0.26767
19.8281	6.7907e-017	-0.26557
19.8438	6.759e-017	-0.26378
19.8594	6.7313e-017	-0.26172
19.875	6.6993e-017	-0.25999
19.8906	6.6705e-017	-0.25798
19.9063	6.6465e-017	-0.25568
19.9219	6.6153e-017	-0.25392
19.9375	6.5885e-017	-0.25181
19.9531	6.5586e-017	-0.25
19.9688	6.5265e-017	-0.24834
19.9844	6.5059e-017	-0.2458
20	6.4723e-017	-0.24428
20.0156	6.446e-017	-0.24221
20.0313	6.4188e-017	-0.24022
20.0469	6.3885e-017	-0.23845
20.0625	6.368e-017	-0.23597
20.0781	6.3372e-017	-0.23429
20.0938	6.3132e-017	-0.23211
20.1094	6.282e-017	-0.23046
20.125	6.2545e-017	-0.22855
20.1406	6.2298e-017	-0.22644
20.1563	6.2042e-017	-0.2244
20.1719	6.178e-017	-0.22245
20.1875	6.1505e-017	-0.22053
20.2031	6.1291e-017	-0.21823
20.2188	6.0998e-017	-0.21653
20.2344	6.0746e-017	-0.21451
20.25	6.0472e-017	-0.21266
20.2656	6.0238e-017	-0.21052
20.2813	5.9972e-017	-0.20864
20.2969	5.9675e-017	-0.20701
20.3125	5.9488e-017	-0.20453
20.3281	5.9203e-017	-0.20282
20.3438	5.8996e-017	-0.20054
20.3594	5.8764e-017	-0.19844
20.375	5.8499e-017	-0.19661
20.3906	5.8221e-017	-0.19488
20.4063	5.8019e-017	-0.19261
20.4219	5.7746e-017	-0.19084
20.4375	5.7488e-017	-0.18898
20.4531	5.7305e-017	-0.18657
20.4688	5.6997e-017	-0.18511
20.4844	5.6834e-017	-0.18257
20.5	5.6612e-017	-0.18048
20.5156	5.6302e-017	-0.17903
20.5313	5.6116e-017	-0.1767
20.5469	5.5888e-017	-0.1747
20.5625	5.5634e-017	-0.17287
20.5781	5.5431e-017	-0.17068
20.5938	5.5241e-017	-0.16839
20.6094	5.4884e-017	-0.16734
20.625	5.4715e-017	-0.16495
20.6406	5.4548e-017	-0.16252
20.6563	5.4313e-017	-0.16061
20.6719	5.4065e-017	-0.1588
20.6875	5.3821e-017	-0.15695
20.7031	5.3633e-017	-0.15472
20.7188	5.3454e-017	-0.15243
20.7344	5.3204e-017	-0.15067
20.75	5.2967e-017	-0.14879
20.7656	5.2785e-017	-0.14655
20.7813	5.2576e-017	-0.14452
20.7969	5.2359e-017	-0.14253
20.8125	5.2177e-017	-0.14031
20.8281	5.19e-017	-0.13875
20.8438	5.1715e-017	-0.13659
20.8594	5.1458e-017	-0.13489
20.875	5.1286e-017	-0.13264
20.8906	5.1067e-017	-0.13071
20.9063	5.0872e-017	-0.12863
20.9219	5.0682e-017	-0.12651
20.9375	5.0433e-017	-0.12481
20.9531	5.0306e-017	-0.12228
20.9688	5.0069e-017	-0.12051
20.9844	4.9858e-017	-0.11855
21	4.9684e-017	-0.11637
21.0156	4.9489e-017	-0.11431
21.0313	4.9255e-017	-0.11255
21.0469	4.9071e-017	-0.11044
21.0625	4.8925e-017	-0.10808
21.0781	4.8727e-017	-0.1061
21.0938	4.8494e-017	-0.10432
21.1094	4.832e-017	-0.10219
21.125	4.8101e-017	-0.10034
21.1406	4.7905e-017	-0.098342
21.1563	4.7736e-017	-0.096174
21.1719	4.7543e-017	-0.094177
21.1875	4.7345e-017	-0.092209
21.2031	4.7173e-017	-0.09011
21.2188	4.7036e-017	-0.087771
21.2344	4.6838e-017	-0.085805
21.25	4.6611e-017	-0.084086
21.2656	4.6439e-017	-0.081968
21.2813	4.6263e-017	-0.079892
21.2969	4.6084e-017	-0.07785
21.3125	4.5899e-017	-0.07585
21.3281	4.5719e-017	-0.073812
21.3438	4.5551e-017	-0.071693
21.3594	4.5352e-017	-0.069808
21.375	4.5194e-017	-0.067652
21.3906	4.5006e-017	-0.065696
21.4063	4.4852e-017	-0.063516
21.4219	4.471e-017	-0.061286
21.4375	4.4473e-017	-0.059631
21.4531	4.4342e-017	-0.057353
21.4688	4.4156e-017	-0.055404
21.4844	4.3956e-017	-0.053543
21.5	4.3812e-017	-0.051336
21.5156	4.3667e-017	-0.049162
21.5313	4.3454e-017	-0.047381
21.5469	4.3297e-017	-0.045265
21.5625	4.3154e-017	-0.043078
21.5781	4.2992e-017	-0.041021
21.5938	4.2803e-017	-0.039106
21.6094	4.2628e-017	-0.03712
21.625	4.2497e-017	-0.034891
21.6406	4.2335e-017	-0.032841
21.6563	4.2155e-017	-0.030885
21.6719	4.2e-017	-0.028815
21.6875	4.1871e-017	-0.026609
21.7031	4.1695e-017	-0.02464
21.7188	4.1543e-017	-0.022533
21.7344	4.1401e-017	-0.020418
21.75	4.1178e-017	-0.018717
21.7656	4.1057e-017	-0.016468
21.7813	4.0929e-017	-0.01428
21.7969	4.0776e-017	-0.01222
21.8125	4.0616e-017	-0.010188
21.8281	4.0472e-017	-0.0081045
21.8438	4.0285e-017	-0.0062083
21.8594	4.014e-017	-0.0041298
21.875	3.9986e-017	-0.0020854
21.8906	3.9862e-017	9.7705e-005
21.9063	3.9734e-017	0.0022797
21.9219	3.9592e-017	0.0043618
21.9375	3.9442e-017	0.006403
21.9531	3.9271e-017	0.0083571
21.9688	3.9117e-017	0.010379
21.9844	3.8973e-017	0.012461
22	3.8813e-017	0.014452
22.0156	3.8671e-017	0.01651
22.0313	3.8531e-017	0.018609
22.0469	3.8416e-017	0.020787
22.0625	3.8243e-017	0.022702
22.0781	3.8134e-017	0.024936
22.0938	3.7969e-017	0.026879
22.1094	3.7806e-017	0.028856
22.125	3.7681e-017	0.030979
22.1406	3.7527e-017	0.032985
22.1563	3.742e-017	0.035193
22.1719	3.7297e-017	0.037337
22.1875	3.7148e-017	0.039339
22.2031	3.7053e-017	0.041595
22.2188	3.6878e-017	0.043495
22.2344	3.6709e-017	0.04541
22.25	3.6621e-017	0.047686
22.2656	3.6468e-017	0.049669
22.2813	3.6346e-017	0.051783
22.2969	3.6223e-017	0.053914
22.3125	3.6082e-017	0.055942
22.3281	3.5958e-017	0.058045
22.3438	3.5833e-017	0.060146
22.3594	3.5698e-017	0.062179
22.375	3.5585e-017	0.064331
22.3906	3.5466e-017	0.066432
22.4063	3.5334e-017	0.068489
22.4219	3.5181e-017	0.07049
22.4375	3.508e-017	0.072653
22.4531	3.4917e-017	0.074583
22.4688	3.4804e-017	0.076721
22.4844	3.4697e-017	0.07886
22.5	3.4541e-017	0.080821
22.5156	3.4433e-017	0.082975
22.5313	3.4341e-017	0.085136
22.5469	3.4184e-017	0.087106
22.5625	3.4062e-017	0.089204
22.5781	3.3981e-017	0.091382
22.5938	3.3851e-017	0.093447
22.6094	3.3724e-017	0.09551
22.625	3.3575e-017	0.097508
22.6406	3.3487e-017	0.099695
22.6563	3.3396e-017	0.10184
22.6719	3.321e-017	0.10375
22.6875	3.3139e-017	0.10595
22.7031	3.3011e-017	0.10799
22.7188	3.2892e-017	0.11009
22.7344	3.2782e-017	0.11219
22.75	3.2655e-017	0.11424
22.7656	3.2545e-017	0.11634
22.7813	3.2451e-017	0.11846
22.7969	3.234e-017	0.12057
22.8125	3.2218e-017	0.12263
22.8281	3.2099e-017	0.12469
22.8438	3.2016e-017	0.12687
22.8594	3.1907e-017	0.12896
22.875	3.178e-017	0.13101
22.8906	3.166e-017	0.13308
22.9063	3.1529e-017	0.13511
22.9219	3.1446e-017	0.13727
22.9375	3.1332e-017	0.13934
22.9531	3.1248e-017	0.14148
22.9688	3.1128e-017	0.14356
22.9844	3.1023e-017	0.14564
23	3.0922e-017	0.14775
23.0156	3.0798e-017	0.14981
23.0313	3.0715e-017	0.15195
23.0469	3.0585e-017	0.15399
23.0625	3.0485e-017	0.15609
23.0781	3.0381e-017	0.1582
23.0938	3.0277e-017	0.16028
23.1094	3.0172e-017	0.16237
23.125	3.0088e-017	0.16449
23.1406	2.9979e-017	0.16657
23.1563	2.9891e-017	0.16868
23.1719	2.975e-017	0.17077
23.1875	2.9694e-017	0.17286
23.2031	2.9586e-017	0.17496
23.2188	2.9484e-017	0.17704
23.2344	2.9368e-017	0.17915
23.25	2.9267e-017	0.18124
23.2656	2.9171e-017	0.18333
23.2813	2.9097e-017	0.18544
23.2969	2.8972e-017	0.18754
23.3125	2.8862e-017	0.18962
23.3281	2.8787e-017	0.19172
23.3438	2.8698e-017	0.19382
