# This is the BNS population 
# Sources cataloged by Ravi Kumar
# file generated by Chad Hanna March 23 2006
#NAME	     #RA       #DEC	   #DIST   #LUM	 #FUDGE 	
ESO090-015   +09:02.1  -64:54.2  19402.8   0.619  1.0
ESO482-011   +03:36.2  -25:36.2  19402.8   0.174  1.0
IC3457       +12:31.8  +12:39.4  19402.8   0.074  1.0
IC5170       +22:12.5  -47:13.3  19402.8   0.265  1.0
PGC037954    +12:01.7  +05:49.3  19402.8   0.085  1.0
PGC043987    +12:55.0  +01:58.7  19402.8   0.002  1.0
PGC2184302   +09:47.3  +41:38.3  19416.7   0.002  1.0
ESO079-007   +00:50.0  -66:33.1  19430.6   0.294  1.0
PGC032376    +10:49.3  +12:22.4  19444.4   0.011  1.0
PGC784542    +03:20.4  -24:56.0  19444.4   0.002  1.0
ESO238-004   +22:21.2  -48:21.1  19458.3   0.125  1.0
IC3468       +12:32.2  +10:15.1  19458.3   0.121  1.0
PGC010022    +02:38.8  +00:30.7  19458.3   0.013  1.0
PGC028043    +09:46.4  +57:07.0  19458.3   0.027  1.0
PGC100710    +06:34.5  -31:06.4  19472.2   0.009  1.0
PGC1233057   +12:43.9  +02:38.0  19472.2   0.004  1.0
PGC142873    +10:56.3  +31:16.2  19472.2   0.015  1.0
ESO407-009   +23:12.7  -37:12.5  19486.1   0.240  1.0
ESO158-015   +04:55.6  -56:14.1  19500.0   0.070  1.0
NGC2217      +06:19.7  -27:13.0  19500.0   1.820  1.0
NGC3027      +09:51.2  +72:27.0  19500.0   0.817  1.0
NGC4504      +12:29.7  -07:17.0  19500.0   1.486  1.0
NGC578       +01:28.0  -22:56.0  19500.0   1.690  1.0
NGC676       +01:46.3  +05:39.0  19500.0   2.831  1.0
NGC7552      +23:13.5  -42:53.0  19500.0   1.770  1.0
PGC087138    +22:28.1  +23:22.5  19513.9   0.017  1.0
PGC100716    +22:26.9  -63:42.8  19527.8   0.031  1.0
ESO546-034   +02:58.6  -18:41.9  19541.7   0.069  1.0
ESO549-018   +03:48.2  -21:28.4  19541.7   0.530  1.0
NGC1414      +03:40.9  -21:42.8  19541.7   0.263  1.0
PGC074868    +03:40.3  -19:04.9  19541.7   0.049  1.0
ESO358-005   +03:27.2  -33:29.1  19555.6   0.079  1.0
PGC041619    +12:32.8  +07:47.9  19555.6   0.013  1.0
PGC042811    +12:43.4  +10:05.6  19555.6   0.030  1.0
PGC770824    +00:28.3  -26:09.7  19555.6   0.003  1.0
ESO018-015   +09:10.1  -79:14.2  19569.4   0.373  1.0
PGC096431    +09:02.3  -55:56.9  19569.4   0.020  1.0
PGC047289    +13:28.7  -17:30.7  19583.3   0.299  1.0
PGC705828    +03:11.5  -31:22.9  19583.3   0.009  1.0
UGC05833     +10:43.1  +20:25.4  19583.3   0.099  1.0
ESO442-013   +12:37.2  -28:29.6  19597.2   0.614  1.0
PGC044733    +13:00.2  -03:04.0  19597.2   0.056  1.0
UGC3964      +07:37.8  -01:28.0  19600.0   0.180  1.0
UGC4797      +09:05.5  +06:08.0  19600.0   0.091  1.0
UGCA441      +23:35.2  +29:51.0  19600.0   0.065  1.0
NGC3220      +10:23.7  +57:01.6  19611.1   0.138  1.0
ESO406-031   +22:57.7  -35:23.8  19625.0   0.133  1.0
ESO410-018   +00:34.1  -30:46.4  19625.0   0.134  1.0
PGC006228    +01:41.1  -05:34.1  19638.9   0.373  1.0
ESO494-021   +08:05.5  -22:55.4  19666.7   0.089  1.0
IC4171       +13:05.3  +36:06.2  19666.7   0.032  1.0
IC0335       +03:35.5  -34:26.8  19680.6   0.310  1.0
PGC083348    +10:49.1  +12:24.4  19694.4   0.004  1.0
NGC1439      +03:42.6  -22:05.0  19700.0   0.592  1.0
NGC3169      +10:11.6  +03:43.0  19700.0   2.333  1.0
UGC9912      +15:32.8  +16:43.0  19700.0   0.151  1.0
IC1014       +14:28.3  +13:46.8  19722.2   0.286  1.0
IC3625B      +12:39.6  +10:58.5  19736.1   0.014  1.0
NGC0853      +02:11.6  -09:18.2  19750.0   0.373  1.0
NGC2836      +09:13.7  -69:20.0  19750.0   0.398  1.0
PGC1242969   +12:44.1  +03:00.4  19750.0   0.017  1.0
PGC011367    +03:00.5  -15:44.2  19763.9   0.384  1.0
PGC043786    +12:53.3  -04:58.7  19777.8   0.010  1.0
NGC3213      +10:21.2  +19:39.1  19791.7   0.184  1.0
PGC034135    +11:13.0  +07:51.7  19791.7   0.086  1.0
ARP4         +01:46.0  -12:38.0  19800.0   0.215  1.0
NGC3507      +11:00.8  +18:24.0  19800.0   1.675  1.0
UGC12009     +22:22.6  +37:58.6  19805.6   0.824  1.0
ESO411-026   +00:52.7  -31:43.1  19833.3   0.072  1.0
ESO550-008   +04:07.6  -21:25.9  19847.2   0.085  1.0
PGC074895    +03:40.9  -18:28.7  19847.2   0.048  1.0
IC3518       +12:34.5  +09:37.4  19861.1   0.106  1.0
PGC032371    +10:49.3  +12:25.3  19861.1   0.062  1.0
PGC199449    +01:11.5  -32:29.5  19861.1   0.013  1.0
UGC04781     +09:06.5  +06:18.2  19861.1   0.061  1.0
PGC649578    +00:29.5  -35:23.0  19875.0   0.005  1.0
ESO549-006   +03:43.6  -21:14.2  19888.9   0.079  1.0
IC1218       +16:16.6  +68:12.2  19888.9   0.132  1.0
PGC1007217   +02:41.6  -08:10.4  19888.9   0.029  1.0
NGC1255      +03:11.4  -25:55.0  19900.0   1.690  1.0
NGC3607      +11:14.3  +18:20.0  19900.0   2.559  1.0
NGC4487      +12:28.4  -07:48.0  19900.0   1.854  1.0
NGC5107      +13:19.2  +38:48.0  19900.0   0.387  1.0
UGC5460      +10:04.9  +52:05.0  19900.0   0.353  1.0
UGC5522      +10:11.3  +07:16.0  19900.0   0.296  1.0
ESO545-003   +02:19.4  -21:26.1  19902.8   0.184  1.0
NGC1232A     +03:10.0  -20:35.9  19902.8   0.070  1.0
NGC7513      +23:13.2  -28:21.4  19902.8   0.912  1.0
PGC135829    +13:31.6  +02:11.3  19902.8   0.006  1.0
PGC2566547   +09:42.0  +57:29.3  19902.8   0.003  1.0
NGC3279      +10:34.7  +11:11.8  19930.6   0.794  1.0
ESO301-018   +03:31.5  -38:03.7  19944.4   0.061  1.0
IC2051       +03:52.0  -83:49.9  19944.4   2.535  1.0
PGC198152    +00:27.5  -26:34.3  19958.3   0.008  1.0
ESO411-012   +00:46.8  -31:32.5  19972.2   0.025  1.0
ESO476-010   +01:26.7  -25:18.8  19986.1   0.126  1.0
PGC033270    +11:01.8  +22:20.6  19986.1   0.070  1.0
PGC769831    +02:04.1  -26:15.2  19986.1   0.003  1.0
UGC05633     +10:24.7  +14:45.4  19986.1   0.177  1.0
IC1459       +22:54.4  -36:44.0  20000.0   2.655  1.0
NGC1232      +03:07.5  -20:46.0  20000.0   4.325  1.0
NGC1302      +03:17.7  -26:14.0  20000.0   1.722  1.0
NGC1395      +03:36.3  -23:11.0  20000.0   2.128  1.0
NGC1964      +05:31.2  -21:59.0  20000.0   2.333  1.0
NGC255       +00:45.3  -11:45.0  20000.0   0.787  1.0
NGC4594      +12:37.3  -11:21.0  20000.0  24.210  1.0
NGC5806      +15:00.0  +01:53.5  20000.0   1.225  1.0
NGC864       +02:12.8  +05:46.0  20000.0   1.871  1.0
UGC12682     +23:32.4  +17:57.0  20000.0   0.174  1.0
PGC157245    +12:00.8  -03:25.2  20013.9   0.013  1.0
PGC704637    +00:47.8  -31:28.9  20013.9   0.016  1.0
PGC1085283   +11:57.2  -02:41.2  20027.8   0.011  1.0
PGC1664603   +10:19.0  +22:09.4  20027.8   0.003  1.0
ESO482-027   +03:39.7  -23:50.6  20041.7   0.028  1.0
ESO540-014   +00:41.2  -21:07.9  20041.7   0.059  1.0
PGC020914    +07:23.9  +57:16.9  20055.6   0.090  1.0
IC0691       +11:26.7  +59:09.3  20069.4   0.145  1.0
NGC3245A     +10:27.0  +28:38.3  20083.3   0.174  1.0
PGC170179    +11:55.2  -09:01.5  20083.3   0.089  1.0
NGC4678      +12:49.7  -04:34.7  20097.2   0.121  1.0
NGC3447      +10:50.7  +17:02.0  20100.0   0.625  1.0
NGC7410      +22:52.2  -39:56.0  20100.0   1.995  1.0
NGC7496      +23:07.0  -43:42.0  20100.0   1.500  1.0
UGCA296      +12:43.7  +71:36.0  20100.0   0.069  1.0
PGC1260930   +12:39.8  +03:56.1  20138.9   0.012  1.0
PGC168205    +22:08.0  +67:41.5  20138.9   0.110  1.0
PGC2086404   +11:00.9  +36:45.5  20138.9   0.004  1.0
ESO146-002   +21:57.9  -60:18.5  20152.8   0.029  1.0
PGC1189545   +08:48.3  +01:15.8  20166.7   0.011  1.0
ESO157-047   +04:39.3  -54:12.6  20180.6   0.072  1.0
NGC0814      +02:10.6  -15:46.4  20180.6   0.102  1.0
PGC740335    +23:11.4  -28:33.1  20180.6   0.030  1.0
ESO079-005   +00:40.7  -63:26.5  20194.4   0.219  1.0
NGC3526      +11:06.9  +07:10.4  20194.4   0.938  1.0
PGC142353    +02:55.6  -36:20.1  20194.4   0.039  1.0
DDO5         +00:43.6  -11:48.0  20200.0   0.131  1.0
NGC1201      +03:02.0  -26:16.0  20200.0   1.486  1.0
NGC7599      +23:16.6  -42:32.0  20200.0   1.905  1.0
UGC7257      +12:12.5  +36:14.0  20200.0   0.174  1.0
UGC8053      +12:53.3  +04:17.0  20200.0   0.146  1.0
ESO146-014   +22:13.0  -62:04.0  20208.3   0.461  1.0
ESO481-030   +03:29.6  -23:20.9  20208.3   0.185  1.0
ESO545-002   +02:19.2  -18:55.9  20208.3   0.122  1.0
IC0676       +11:12.7  +09:03.4  20208.3   0.205  1.0
PGC085239    +22:32.2  -41:10.1  20208.3   0.029  1.0
ESO004-017   +05:04.4  -87:01.7  20222.2   0.061  1.0
ESO544-030   +02:14.9  -20:12.7  20222.2   0.470  1.0
UGC06182     +11:08.0  +53:37.0  20222.2   0.072  1.0
ESO035-020   +08:03.2  -77:04.4  20236.1   0.068  1.0
ESO484-019   +04:27.3  -22:33.5  20236.1   0.039  1.0
NGC1422      +03:41.5  -21:40.8  20236.1   0.308  1.0
NGC3795      +11:40.1  +58:36.7  20236.1   0.511  1.0
NGC4416      +12:26.8  +07:55.1  20236.1   0.417  1.0
PGC1142295   +12:05.3  -00:28.7  20236.1   0.005  1.0
IC0271       +02:56.0  -12:00.5  20250.0   0.103  1.0
NGC5356      +13:55.0  +05:20.0  20250.0   0.802  1.0
PGC199192    +23:02.0  -36:29.0  20250.0   0.010  1.0
NGC3451      +10:54.3  +27:14.4  20263.9   0.685  1.0
ESO545-009   +02:22.1  -21:07.9  20277.8   0.041  1.0
IC3510       +12:34.2  +11:04.3  20291.7   0.068  1.0
PGC2605963   +10:54.5  +60:43.4  20291.7   0.016  1.0
NGC210       +00:38.1  -14:09.0  20300.0   1.644  1.0
NGC4151      +12:08.0  +39:41.0  20300.0   2.377  1.0
NGC720       +01:50.6  -13:59.0  20300.0   2.208  1.0
NGC918       +02:23.1  +18:16.0  20300.0   0.929  1.0
UGC2855      +03:43.3  +69:59.0  20300.0   2.780  1.0
UGC5459      +10:04.8  +53:20.0  20300.0   0.488  1.0
UGC6035      +10:52.8  +17:24.0  20300.0   0.077  1.0
UGC8303      +13:11.0  +36:28.0  20300.0   0.251  1.0
ESO415-023   +02:22.4  -28:51.4  20305.6   0.037  1.0
ESO431-002   +08:17.7  -30:07.8  20305.6   2.312  1.0
UGC09215     +14:23.4  +01:43.5  20305.6   0.525  1.0
ESO407-007   +23:09.6  -36:25.2  20319.4   0.296  1.0
ESO605-024   +23:40.0  -22:05.5  20319.4   0.009  1.0
ESO359-018   +04:05.0  -35:00.5  20333.3   0.026  1.0
ESO548-046   +03:34.6  -17:28.5  20333.3   0.053  1.0
PGC011135    +02:56.8  -11:05.0  20333.3   0.160  1.0
IC1251       +17:10.2  +72:24.6  20347.2   0.143  1.0
PGC074806    +03:38.3  -35:31.8  20347.2   0.004  1.0
PGC2741481   +05:00.2  +71:12.1  20347.2   0.019  1.0
PGC666815    +00:33.1  -34:07.3  20347.2   0.024  1.0
PGC724973    +00:08.7  -29:48.1  20347.2   0.012  1.0
PGC040107    +12:22.6  +08:17.8  20361.1   0.053  1.0
NGC2715      +09:01.8  +78:17.0  20400.0   1.675  1.0
NGC3079      +09:58.6  +55:57.0  20400.0   3.945  1.0
NGC941       +02:26.0  -01:22.0  20400.0   0.457  1.0
UGC4841      +09:09.4  +74:26.0  20400.0   0.429  1.0
UGCA188      +09:52.8  +08:38.0  20400.0   0.071  1.0
ESO358-016   +03:33.1  -35:43.1  20402.8   0.065  1.0
PGC029004    +10:01.2  +37:04.1  20402.8   0.027  1.0
ESO035-018   +07:55.1  -76:24.8  20444.4   1.472  1.0
PGC2792219   +10:06.6  -67:06.8  20458.3   0.016  1.0
PGC1104651   +11:48.1  -01:59.3  20472.2   0.005  1.0
PGC048786    +13:45.6  -05:59.0  20486.1   0.217  1.0
NGC3118      +10:07.1  +33:01.6  20500.0   0.337  1.0
NGC3136      +10:04.5  -67:08.0  20500.0   2.249  1.0
NGC3455      +10:51.9  +17:33.0  20500.0   0.655  1.0
NGC4030      +12:00.4  -01:06.0  20500.0   1.995  1.0
NGC4546      +12:32.9  -03:31.0  20500.0   2.089  1.0
NGC4701      +12:46.7  +03:40.0  20500.0   0.530  1.0
NGC5112      +13:19.6  +39:00.0  20500.0   1.247  1.0
NGC6215      +16:46.8  -58:54.0  20500.0   3.404  1.0
NGC7205      +22:05.1  -57:40.0  20500.0   1.977  1.0
NGC7764      +23:48.4  -41:01.0  20500.0   0.614  1.0
UGC5539      +10:13.3  +02:56.0  20500.0   0.164  1.0
UGC6112      +10:59.9  +17:00.0  20500.0   0.286  1.0
PGC1135808   +02:33.5  -00:44.6  20513.9   0.007  1.0
ESO563-013   +08:42.5  -19:52.3  20527.8   0.268  1.0
PGC044358    +12:57.8  -09:38.0  20527.8   1.169  1.0
PGC1277985   +13:55.0  +05:05.4  20527.8   0.009  1.0
PGC198286    +01:38.5  -25:32.6  20527.8   0.016  1.0
PGC214054    +13:01.0  -01:58.6  20527.8   0.011  1.0
PGC029347    +10:06.3  +28:56.6  20541.7   0.102  1.0
ESO013-016   +01:32.8  -79:28.4  20555.6   0.773  1.0
IC2469       +09:23.0  -32:27.0  20555.6   3.802  1.0
NGC2777      +09:10.7  +07:12.4  20569.4   0.113  1.0
PGC1219195   +11:14.0  +02:11.9  20569.4   0.012  1.0
ESO477-016   +01:56.2  -22:54.1  20597.2   0.251  1.0
IC3259       +12:23.8  +07:11.2  20597.2   0.242  1.0
PGC041782    +12:34.1  +12:44.6  20597.2   0.036  1.0
PGC742811    +03:18.3  -28:20.6  20597.2   0.003  1.0
NGC3044      +09:51.1  +01:49.0  20600.0   1.225  1.0
NGC3227      +10:20.8  +20:07.0  20600.0   1.820  1.0
NGC3287      +10:32.1  +21:54.0  20600.0   0.603  1.0
NGC3955      +11:51.4  -22:53.0  20600.0   0.731  1.0
UGC3580      +06:50.0  +69:39.0  20600.0   1.514  1.0
UGC5979      +10:49.2  +68:15.0  20600.0   0.115  1.0
PGC036801    +11:47.7  +59:53.2  20625.0   0.050  1.0
PGC1133831   +12:52.9  -00:49.3  20625.0   0.010  1.0
PGC2608163   +11:53.8  +60:52.1  20625.0   0.012  1.0
PGC134015    +03:18.7  -25:45.4  20638.9   0.025  1.0
ESO272-004   +14:19.1  -45:19.1  20652.8   0.141  1.0
IC1197       +16:08.3  +07:32.3  20680.6   0.413  1.0
ESO469-015   +23:08.9  -30:51.5  20694.4   0.207  1.0
NGC337       +00:57.3  -07:51.0  20700.0   1.459  1.0
NGC4145      +12:07.5  +40:10.0  20700.0   1.888  1.0
NGC5984      +15:40.6  +14:23.0  20700.0   0.667  1.0
UGC10014     +15:43.4  +12:39.0  20700.0   0.061  1.0
UGC1670      +02:08.2  +06:31.0  20700.0   0.079  1.0
PGC1133627   +21:03.8  -00:49.8  20708.3   0.008  1.0
PGC2492981   +11:53.9  +55:10.3  20708.3   0.005  1.0
ESO563-002   +08:37.1  -22:14.9  20722.2   0.302  1.0
PGC001225    +00:19.1  -57:38.5  20722.2   0.052  1.0
PGC084875    +17:36.6  +63:35.0  20722.2   0.032  1.0
ESO214-003   +10:23.7  -51:32.0  20736.1   0.281  1.0
PGC1070389   +11:55.0  -03:30.2  20736.1   0.004  1.0
ESO291-024   +23:23.6  -42:24.1  20750.0   0.308  1.0
IC4212       +13:12.0  -06:59.6  20750.0   0.029  1.0
IC5176       +22:14.9  -66:50.9  20750.0   1.514  1.0
PGC699440    +03:18.8  -31:54.7  20750.0   0.004  1.0
PGC023761    +08:28.3  -12:08.5  20763.9   0.097  1.0
PGC047846    +13:34.6  -12:19.9  20777.8   0.067  1.0
ESO495-005   +08:19.2  -25:11.3  20791.7   0.466  1.0
PGC1128047   +12:40.0  -01:02.9  20791.7   0.025  1.0
PGC780004    +00:43.8  -25:20.7  20791.7   0.005  1.0
NGC3252      +10:30.4  +74:01.0  20800.0   0.268  1.0
ESO427-004   +06:45.7  -27:41.9  20805.6   0.074  1.0
ESO358-051   +03:41.5  -34:53.3  20819.4   0.209  1.0
UGC05478     +10:09.5  +30:09.0  20819.4   0.110  1.0
ESO548-025   +03:29.0  -22:08.8  20833.3   0.103  1.0
NGC3620      +11:16.0  -76:13.0  20833.3   0.839  1.0
ESO427-005   +06:45.7  -27:43.0  20847.2   0.112  1.0
ESO482-018   +03:38.3  -23:25.1  20847.2   0.056  1.0
IC1254       +17:11.5  +72:24.1  20847.2   0.126  1.0
PGC712303    +00:53.5  -30:50.5  20847.2   0.021  1.0
PGC043526    +12:51.2  -06:33.5  20861.1   0.308  1.0
PGC204430    +19:33.2  -00:37.1  20861.1   0.029  1.0
NGC3485      +11:00.0  +14:50.5  20875.0   0.759  1.0
ESO346-025   +23:02.1  -41:09.8  20888.9   0.089  1.0
NGC3796      +11:40.5  +60:17.9  20888.9   0.560  1.0
PGC006244    +01:41.6  -16:08.8  20888.9   0.115  1.0
PGC994632    +02:31.7  -09:08.8  20888.9   0.016  1.0
NGC1425      +03:42.1  -29:53.3  20890.0   3.25  1.0 
NGC157       +00:32.2  -08:40.0  20900.0   3.404  1.0
NGC4808      +12:53.3  +04:35.0  20900.0   0.895  1.0
NGC4958      +13:03.2  -07:44.0  20900.0   2.051  1.0
NGC5556      +14:17.6  -29:01.0  20900.0   1.306  1.0
PGC2451106   +11:41.1  +53:47.9  20902.8   0.011  1.0
ESO078-022   +00:20.9  -63:51.4  20916.7   0.483  1.0
ESO428-014   +07:16.5  -29:19.5  20916.7   0.766  1.0
ESO548-021   +03:27.5  -21:13.7  20916.7   0.384  1.0
NGC4430      +12:27.4  +06:15.7  20916.7   0.619  1.0
PGC170430    +03:03.1  -15:19.5  20916.7   0.071  1.0
NGC1464      +03:51.4  -15:24.1  20930.6   0.109  1.0
NGC4519A     +12:33.4  +08:41.4  20930.6   0.031  1.0
PGC006626    +01:48.4  -12:22.9  20930.6   0.242  1.0
PGC008274    +02:10.0  -08:50.2  20930.6   0.068  1.0
ESO189-021   +22:02.6  -54:04.8  20944.4   0.052  1.0
IC3077       +12:15.9  +14:26.0  20944.4   0.137  1.0
IC2764       +11:27.1  -28:58.7  20986.1   0.685  1.0
NGC4539      +12:34.6  +18:12.1  20986.1   0.738  1.0
PGC042046    +12:36.4  +10:23.0  20986.1   0.036  1.0
NGC4639      +12:42.5  +13:15.3  20990.0   1.16  1.0 
A1358        +13:57.7  -45:10.0  21000.0   0.685  1.0
DDO15        +01:47.2  -13:04.0  21000.0   0.053  1.0
ESO092-002   +09:59.5  -64:43.9  21000.0   0.146  1.0
ESO350-031   +00:31.9  -33:15.9  21000.0   0.008  1.0
ESO490-045   +06:46.7  -26:28.5  21000.0   0.511  1.0
IC5267       +22:54.4  -43:40.0  21000.0   1.888  1.0
NGC3206      +10:18.5  +57:12.0  21000.0   0.824  1.0
PGC1207559   +12:41.6  +01:50.2  21000.0   0.026  1.0
UGC10608     +16:53.2  +53:11.0  21000.0   0.065  1.0
ESO357-025   +03:23.6  -35:46.7  21013.9   0.067  1.0
ESO358-010   +03:29.7  -33:33.4  21013.9   0.098  1.0
ESO384-005   +13:52.3  -37:27.4  21013.9   0.166  1.0
PGC135801    +12:26.3  +01:01.2  21013.9   0.024  1.0
IC0700       +11:29.2  +20:35.0  21027.8   0.185  1.0
PGC2601707   +09:27.8  +60:24.3  21041.7   0.008  1.0
NGC3757      +11:37.0  +58:24.9  21055.6   0.406  1.0
ESO547-009   +03:05.9  -19:23.5  21069.4   0.030  1.0
PGC035380    +11:29.2  +20:34.8  21083.3   0.032  1.0
PGC198646    +22:56.5  -28:31.6  21083.3   0.014  1.0
ESO548-064   +03:40.0  -19:25.6  21097.2   0.121  1.0
NGC1253      +03:11.6  -03:00.0  21100.0   1.191  1.0
NGC2525      +08:03.3  -11:17.0  21100.0   1.406  1.0
NGC3177      +10:13.8  +21:22.0  21100.0   0.492  1.0
NGC3443      +10:50.3  +17:50.0  21100.0   0.251  1.0
NGC4856      +12:56.7  -14:46.0  21100.0   1.995  1.0
NGC7412      +22:52.9  -42:55.0  21100.0   1.318  1.0
UGC11880     +22:00.2  +19:30.0  21100.0   0.251  1.0
ESO572-018   +11:55.8  -18:11.8  21111.1   0.417  1.0
ESO428-033   +07:25.8  -30:55.1  21125.0   0.021  1.0
IC3806       +12:48.9  +14:54.4  21125.0   0.169  1.0
PGC069702    +22:47.0  +21:53.8  21125.0   0.065  1.0
PGC169720    +13:25.0  -24:25.4  21125.0   0.020  1.0
ESO013-009   +01:02.7  -80:14.0  21138.9   0.242  1.0
PGC1432482   +04:12.8  +13:29.7  21138.9   0.163  1.0
ESO548-033   +03:32.5  -18:56.9  21166.7   0.136  1.0
IC2137       +05:34.3  -23:31.9  21180.6   0.249  1.0
PGC035384    +11:29.2  +20:35.1  21194.4   0.011  1.0
UGC02984     +04:13.2  +13:25.3  21194.4   0.380  1.0
UGC04714     +09:03.2  +78:33.8  21194.4   0.087  1.0
NGC1179      +03:00.3  -19:06.0  21200.0   1.117  1.0
NGC4129      +12:06.3  -08:46.0  21200.0   0.780  1.0
NGC4765      +12:50.7  +04:44.0  21200.0   0.530  1.0
NGC6248      +16:46.8  +70:27.0  21200.0   0.581  1.0
UGC7009      +11:59.2  +62:37.0  21200.0   0.231  1.0
IC3101       +12:17.3  +11:56.6  21208.3   0.040  1.0
ESO028-014   +00:20.0  -77:05.5  21222.2   0.042  1.0
ESO495-011   +08:23.3  -26:11.8  21222.2   0.425  1.0
ESO504-014   +11:46.4  -27:15.1  21222.2   0.021  1.0
NGC4313      +12:22.6  +11:48.1  21222.2   1.419  1.0
PGC036585    +11:44.8  +57:52.4  21222.2   0.018  1.0
PGC063556    +19:43.1  -06:56.3  21222.2   1.459  1.0
UGC01207     +01:47.4  +82:09.5  21222.2   0.065  1.0
ESO219-022   +13:02.3  -49:28.3  21236.1   0.802  1.0
PGC1073579   +12:04.0  -03:16.5  21236.1   0.004  1.0
ESO552-066   +05:05.2  -18:23.5  21250.0   0.036  1.0
NGC5348      +13:54.2  +05:13.6  21277.8   0.619  1.0
PGC107206    +23:13.6  -41:59.6  21277.8   0.023  1.0
UGC05921     +10:49.2  +27:55.5  21277.8   0.187  1.0
PGC766524    +01:24.6  -26:33.7  21291.7   0.005  1.0
NGC3185      +10:14.9  +21:56.0  21300.0   0.581  1.0
NGC3454      +10:51.8  +17:37.0  21300.0   0.337  1.0
NGC4984      +13:06.3  -15:15.0  21300.0   1.614  1.0
NGC5005      +13:08.5  +37:19.0  21300.0   5.012  1.0
NGC5273      +13:39.9  +35:55.0  21300.0   0.759  1.0
UGC5245      +09:45.0  -01:48.0  21300.0   0.122  1.0
PGC032631    +10:52.4  +32:38.2  21305.6   0.019  1.0
ESO480-025   +03:03.8  -25:16.3  21319.4   0.096  1.0
IC0758       +12:04.2  +62:30.3  21319.4   0.172  1.0
IC1024       +14:31.4  +03:00.5  21319.4   0.122  1.0
PGC037779    +11:59.5  +13:53.2  21319.4   0.113  1.0
ESO482-032   +03:40.7  -26:47.2  21347.2   0.083  1.0
PGC030802    +10:27.9  +60:38.0  21347.2   0.031  1.0
NGC0755      +01:56.3  -09:03.7  21361.1   0.887  1.0
ESO411-018   +00:47.9  -31:58.1  21375.0   0.058  1.0
IC4660       +17:21.7  +75:50.9  21375.0   0.258  1.0
NGC0693      +01:50.5  +06:08.7  21375.0   0.540  1.0
PGC735318    +03:33.6  -28:57.4  21375.0   0.020  1.0
PGC005441    +01:27.5  -06:19.6  21388.9   0.079  1.0
PGC074339    +03:19.4  -32:38.9  21388.9   0.041  1.0
PGC2505123   +10:03.5  +55:31.3  21388.9   0.010  1.0
IC5240       +22:39.0  -45:04.0  21400.0   1.127  1.0
NGC718       +01:50.6  +03:57.0  21400.0   0.802  1.0
NGC972       +02:31.3  +29:06.0  21400.0   1.854  1.0
PGC029522    +10:08.9  +32:00.6  21402.8   0.021  1.0
ESO142-026   +19:38.8  -61:09.7  21416.7   0.024  1.0
NGC2690      +08:52.6  -02:36.2  21416.7   0.483  1.0
UGC06978     +11:59.2  -02:35.5  21416.7   0.083  1.0
PGC170209    +12:50.3  -05:21.7  21430.6   0.052  1.0
PGC198634    +23:13.6  -28:22.7  21430.6   0.017  1.0
NGC1979      +05:34.0  -23:18.6  21444.4   0.560  1.0
NGC3400      +10:50.7  +28:28.1  21458.3   0.231  1.0
ESO505-005   +12:01.8  -24:07.4  21486.1   0.074  1.0
PGC090694    +03:47.3  -14:41.8  21486.1   0.169  1.0
PGC101469    +08:43.0  +62:42.3  21486.1   0.094  1.0
ESO444-002   +13:16.7  -27:53.2  21500.0   0.134  1.0
NGC4818      +12:54.3  -08:15.0  21500.0   2.858  1.0
NGC5523      +14:12.6  +25:33.0  21500.0   0.863  1.0
NGC5770      +14:53.2  +03:57.5  21500.0   0.310  1.0
NGC681       +01:46.7  -10:41.0  21500.0   0.724  1.0
NGC7059      +21:23.6  -60:14.0  21500.0   0.488  1.0
PGC052652    +14:44.5  +01:31.3  21527.8   0.053  1.0
NGC3248      +10:27.7  +22:50.8  21569.4   0.191  1.0
ESO407-002   +23:04.7  -34:03.4  21583.3   0.158  1.0
ESO548-082   +03:42.7  -17:30.4  21583.3   0.134  1.0
ESO107-016   +21:16.1  -64:49.0  21597.2   0.344  1.0
ESO382-025   +13:15.4  -34:47.6  21597.2   0.119  1.0
UGC05575     +10:19.7  +22:35.6  21597.2   0.041  1.0
ARAK18       +00:49.5  -00:44.0  21600.0   0.096  1.0
NGC1407      +03:38.0  -18:44.0  21600.0   3.981  1.0
NGC3403      +10:50.2  +73:57.0  21600.0   0.871  1.0
NGC3585      +11:10.8  -26:29.0  21600.0   3.664  1.0
NGC3631      +11:18.3  +53:28.0  21600.0   2.938  1.0
NGC3998      +11:55.3  +55:44.0  21600.0   1.738  1.0
NGC4369      +12:22.1  +39:40.0  21600.0   1.380  1.0
NGC4810      +12:52.3  +02:55.0  21600.0   0.138  1.0
NGC5147      +13:23.8  +02:22.0  21600.0   0.938  1.0
NGC6395      +17:27.1  +71:08.0  21600.0   1.057  1.0
UGC6616      +11:36.7  +58:33.0  21600.0   0.347  1.0
UGC8614      +13:34.9  +07:54.0  21600.0   0.483  1.0
ESO358-020   +03:34.9  -32:38.3  21611.1   0.161  1.0
ESO548-070   +03:40.7  -22:17.2  21611.1   0.180  1.0
IC2969       +11:52.5  -03:52.3  21611.1   0.479  1.0
NGC3838      +11:44.2  +57:56.9  21611.1   0.474  1.0
PGC1155762   +12:42.4  +00:02.8  21638.9   0.010  1.0
PGC1183373   +12:13.6  +01:03.8  21638.9   0.005  1.0
PGC701517    +00:54.3  -31:45.1  21638.9   0.006  1.0
